Household_ID,Vulnerability_Category,Household_Size,Dependency_Ratio,Primary_Income_Source,Employment_Status,Monthly_Income,Food_Assistance_Received,Cash_Assistance_Received,Total_Assistance_Value,Monthly_Expenditure,Current_Debt_Level,Debt_Status,Food_Consumption_Score,Food_Security_Status,Head_of_Household_Gender,Head_of_Household_Age,Female_Headed_Household,Disability_In_Household,Chronic_Illness_In_Household,Elderly_Members_Count,Children_Under_5_Count,Years_In_Camp
5116,1,6,2.63,Aid,Employed,2315,3148,3807,6955,4094,6300,High,9.32,Insecur,FEMALE,19,Y,Y,N,0,5,1
8244,2,9,0.91,trading,SelfEmployed,1463,2036,2567,4603,2628,7881,High,0,Sec,f,66,N,N,yes,0,2,18
12751,3,7,0.15,casual labor,unemp,3262,4701,4390,9091,3137,9752,Hgh,30.07,Insecur,male,66,N,No,Yes,0,0,14
15804,2,7,1.83,Business,Self-Employed,5274,6362,6275,12637,5567,7623,High,51.78,Insecur,Male,69,Yes,N,no,2,1,4
1268,2,7,0.82,trading,unemp,4699KES,6130,5311,11441,4809,3817,High,56.25,Moderate,FEMALE,46,N,N,no,3,2,16
2991,1,10,2.98,trading,employd,570,2366,1957,4323,2511,3007,Medium,13.56,Insecur,FEMALE,52,yes,N,Yes,3,2,2
14941,1,1,2,Aid,SelfEmployed,1555,2739,2229,4968,3180,3684,Lw,15.5,Secure,male,65,Y,no,yes,0,3,11
16118,3,3,0.07,Trading,Self-Employed,7239,7987,8624,16611,7178,9679,Lw,76.95,Secure,Male,72,yes,N,Y,1,0,3
1670,2,3,0.9,Agriculture,Unemployed,2929,3829,3696,7525,3883,7692,Med,29.44,Moderate,M,22,no,yes,No,3,2,16
11457,2,10,0.45,agriculture,Self-Employed,1016,1997,2011,4008,1469,8436,Lw,13.42,Sec,Male,77,yes,no,yes,1,2,5
7159,1,6,1.3,Casual Labor,Unemployed,2172,3844,2520,6364,3905,9790,Med,19.98,Moderate,male,42,yes,yes,Yes,1,2,15
3044,3,3,1.88,Agriculture,Employed,7246,8977,7878,16855,9103,7650,Medium,81.41,Sec,FEMALE,40,Yes,N,No,0,1,10
8342,3,4,1,Agriculture,Unemployed,6064,7158,6646,13804,7700,3880,Low,73.07,Insecur,M,76,N,Y,no,3,2,2
6421,1,6,0.23,trading,Unemployed,671,1623,1034,2657,2569,4165,High,12.1,Secure,f,70,yes,yes,No,1,3,7
4842,4,5,2.43,Aid,Employed,5.4k,7267,5980,13247,7042,7810,Low,33.9,Insecur,FEMALE,26,Yes,N,Y,1,4,18
8840,3,14,1.35,Business,SelfEmployed,4981,5848,5826,11674,5348,4928,Lw,40.85,Mod,M,60,no,yes,No,1,2,7
12860,3,7,1.2,Aid,Self-Employed,4252,5834,4748,10582,6171,1397,Medium,51.5,Secure,FEMALE,80,Yes,no,no,0,1,7
13793,1,4,0.33,Business,Employed,2412,4113,3526,7639,3813,8762,Hgh,33.72,Secure,male,18,N,yes,Yes,1,3,13
2767,4,4,0.58,agriculture,SelfEmployed,6400,7086,6869,13955,7861,3957,Hgh,70.27,Insecur,M,66,no,no,N,0,2,8
2285,1,10,1.76,trading,employd,571,1902,1387,3289,356,7036,Low,4.63,Sec,f,48,no,Yes,No,1,1,7
4296,3,7,2.23,Trading,Self-Employed,3855,5334,5312,10646,5750,6858,Hgh,27.08,Secure,Femal,66,No,Y,Y,1,2,13
12655,1,10,1.56,Business,SelfEmployed,3394,4267,4187,8454,3543,5085,Low,37.59,Secure,FEMALE,42,yes,N,Yes,1,1,6
11807,2,7,2.67,Aid,Employed,2436,4301,3923,8224,3708,3784,High,28.11,Insecure,FEMALE,65,N,Y,Y,0,1,12
246,4,10,0.88,Casual Labor,Employed,6363,7852,7155,15007,7209,5324,Medium,65.34,Moderate,f,59,N,N,yes,1,2,17
16838,4,8,2.45,Casual Labor,Employed,8124,9665,9185,18850,9058,4414,Low,69.28,Moderate,f,22,N,no,Y,0,2,7
12614,1,5,0.63,agriculture,Employed,709,1525,2145,3670,2378,3746,Med,4.04,Insecur,M,56,Yes,Y,no,0,5,17
10628,4,6,2.78,Business,Self-Employed,7.7k,9044,8274,17318,8123,2361,Low,73.08,Mod,Male,59,yes,Y,Yes,2,2,19
4209,4,5,2.24,aid,unemp,6875,8053,8211,16264,7576,4088,Low,48.81,Insecur,Male,46,yes,Y,yes,2,0,0
2290,3,4,2.97,business,employd,3361,5345,4093,9438,5159,8115,High,51.45,Mod,male,59,N,no,Y,0,0,7
3266,2,2,0.6,aid,SelfEmployed,1410,2883,2605,5488,917,6801,Medium,18.06,Insecure,Male,34,no,no,Y,1,2,15
8539,2,1,1.32,Agriculture,SelfEmployed,4006KES,4530,4332,8862,4734,1816,Med,43.91,Insecur,M,59,No,Yes,Yes,1,4,18
9235,4,3,1.73,casual labor,unemp,"6,583",7999,7503,15502,6153,4853,Medium,56.54,Secure,FEMALE,67,No,no,no,1,0,19
5033,4,7,0.8,trading,employd,8308,10264,9252,19516,9038,7352,Lw,83.22,Sec,f,47,Yes,N,No,1,2,13
14171,3,3,1.39,Business,Unemployed,4390,5514,5051,10565,6195,9156,High,47.98,Mod,Femal,69,N,Yes,No,1,0,1
6408,2,7,0.08,aid,Self-Employed,2558,4351,3592,7943,2723,6133,High,14.51,Secure,Male,54,no,N,N,1,2,5
2000,1,5,1.58,Aid,Employed,2322,2894,3117,6011,3090,661,Medium,26.75,Insecur,f,31,Yes,No,N,2,1,9
3077,3,9,2.56,Aid,SelfEmployed,4497,5873,5103,10976,5612,9163,Hgh,49.8,Mod,f,44,No,N,N,0,4,16
7062,4,6,2.4,Casual Labor,Unemployed,7758KES,9496,9228,18724,7449,6079,Med,83.32,Moderate,FEMALE,36,Y,no,No,0,4,4
2835,3,8,0.89,Agriculture,Unemployed,3652,4836,5053,9889,4176,8125,High,48.15,Sec,f,71,yes,yes,Y,0,3,7
1328,2,9,2.29,Aid,Self-Employed,"5,071",6995,5761,12756,6361,766,Low,59.34,Sec,FEMALE,38,N,Y,no,0,0,13
16901,4,6,1.42,aid,employd,6227,8106,7131,15237,7744,9196,High,74.32,Moderate,Male,75,N,No,yes,1,1,17
649,4,6,0.48,Aid,Unemployed,7954,9795,8278,18073,9386,427,Medium,88.09,Insecure,male,74,N,N,N,2,1,17
2620,3,5,2.15,Business,SelfEmployed,3031,4200,4183,8383,2542,384,High,39.41,Insecur,f,60,No,N,N,1,1,2
7339,3,7,2.26,trading,Self-Employed,3684,4299,4739,9038,3968,243,Med,9.73,Secure,M,41,N,yes,Yes,1,2,10
8181,3,6,2.33,Business,unemp,6233,7102,7678,14780,7707,144,High,76.4,Insecure,Femal,19,No,yes,No,0,3,15
4388,1,5,0.96,trading,employd,1733,2561,2772,5333,2046,9008,Medium,9.59,Moderate,Femal,80,yes,N,Y,2,2,20
4224,2,2,2.83,Trading,employd,4708,6150,5425,11575,5274,801,Low,44.47,Sec,FEMALE,47,Yes,N,no,0,1,9
7847,3,4,0.35,Casual Labor,Employed,4371,5815,5650,11465,3983,2776,Med,51.5,Moderate,f,71,yes,N,Y,0,2,12
1014,1,5,0.14,trading,Self-Employed,2175,3047,3623,6670,2511,844,Med,35.1,Secure,M,18,Yes,No,Yes,1,2,8
62,1,6,0.71,Business,unemp,561,1977,1070,3047,1063,9788,Low,0,Insecur,Femal,51,N,Y,yes,1,1,0
16187,4,5,1.3,casual labor,Unemployed,5623,6992,6875,13867,7176,6534,Med,55.25,Moderate,M,46,Y,No,No,1,5,1
1581,3,5,1.1,Agriculture,Unemployed,6141,7121,6681,13802,6144,8745,Med,68.76,Moderate,Male,69,N,Y,Yes,1,0,16
12696,4,9,2.55,Trading,unemp,8149,"8,938",9520,18458,8805,1001,Medium,58.03,Mod,male,18,N,N,Y,0,5,7
16342,4,7,1.93,Business,unemp,7449,7963,"8,464",16427,7822,8481,Low,78.13,Secure,Femal,69,no,N,Yes,1,1,6
5853,3,4,1.11,Agriculture,Self-Employed,3823,5532,4821,10353,5771,1125,Low,53.92,Insecure,FEMALE,72,Yes,Yes,No,0,3,8
8886,1,5,0.85,business,unemp,152,764,1006,1770,1134,6090,Hgh,29.94,Moderate,f,71,N,yes,No,0,2,17
2838,2,5,1.79,business,Self-Employed,"4,312",5109,4713,9822,5721,9219,High,52.67,Insecur,Femal,60,no,Yes,yes,0,1,17
3126,1,8,1.04,Business,SelfEmployed,1437,2624,2580,5204,2602,2929,Low,24.67,Insecure,FEMALE,51,yes,Y,Yes,1,3,10
147,1,6,2.14,Casual Labor,employd,664,2097,1870,3967,1675,7648,High,19.66,Sec,Femal,76,Y,No,No,3,1,16
8766,3,6,2.21,Aid,SelfEmployed,5617,6600,7025,13625,6791,6793,Low,48.88,Insecur,f,67,No,Yes,N,2,3,5
6962,1,4,2.18,Business,Unemployed,2649,4043,2990,7033,4197,998,Medium,14.46,Insecure,M,20,no,yes,Y,3,3,18
11261,3,11,1.06,Aid,SelfEmployed,5933,7791,7239,15030,6237,3268,Hgh,55.36,Secure,FEMALE,41,Y,N,N,1,4,5
12717,1,3,2.97,aid,SelfEmployed,2738,4194,3977,8171,3194,3240,Medium,41.44,Insecure,f,31,Y,Yes,Yes,1,3,9
7791,4,4,2.34,Trading,employd,5881,6473,6389,12862,5835,9764,Medium,64.54,Moderate,male,79,yes,N,Yes,1,4,15
13205,3,4,0.75,aid,Employed,2879,3480,3690,7170,4569,7484,Medium,33.28,Insecure,male,60,yes,yes,no,1,2,2
10222,4,6,0.27,Agriculture,Self-Employed,9173,9907,10304,20211,10316,8828,Med,93.96,Moderate,M,62,Y,Yes,No,0,0,13
15639,3,8,0.36,Aid,Employed,5842,7293,6278,13571,6266,7026,High,49.8,Mod,Femal,34,Y,Yes,Y,1,3,14
7729,3,7,1.66,agriculture,Self-Employed,7279,9133,8430,17563,7623,9577,Lw,72.05,Mod,male,56,No,Yes,yes,1,1,1
4475,3,6,1.28,aid,Unemployed,4224,5511,5019,10530,5772,9097,Med,32.79,Mod,Femal,48,no,No,yes,1,1,16
4528,2,8,0.92,trading,employd,4098,4969,5458,10427,4081,8188,Medium,34.54,Mod,M,77,No,Yes,No,3,0,11
16501,3,7,2.71,Agriculture,Unemployed,5465,6831,6097,12928,7431,3532,Low,65.24,Sec,male,29,Yes,no,no,2,1,6
4887,4,8,2.89,Casual Labor,Employed,9316,10903,10348,21251,10714,2169,Lw,100,Moderate,M,63,yes,Yes,Yes,1,1,2
4474,3,5,0.19,trading,unemp,4392,6166,4871,11037,6070,2651,Hgh,16.66,Moderate,f,22,no,N,Yes,0,2,17
16263,4,8,0.34,Business,employd,7560,8831,8570,17401,7078,6814,Lw,88.3,Mod,f,33,Y,Y,Y,3,3,11
11910,2,4,0.78,Casual Labor,Unemployed,3665,4594,4799,9393,3335,3718,Med,38.79,Insecure,male,34,N,Yes,Y,2,1,3
9,4,4,1.58,Casual Labor,employd,5827,7171,6779,13950,6028,700,Low,60.4,Moderate,Femal,46,Y,N,Y,1,4,6
5085,2,10,2.14,casual labor,employd,5196,6176,5621,11797,5756,9704,Low,41.42,Sec,M,21,Yes,No,Yes,1,0,4
602,3,8,0.56,casual labor,Self-Employed,6400,"7,413",7267,14680,7551,8221,Medium,75.78,Moderate,f,37,N,yes,Yes,1,1,20
7730,4,4,0.55,Trading,Employed,4696,5329,5597,10926,5513,442,High,41.58,Mod,Femal,38,No,Yes,no,2,2,15
15737,2,6,2.3,business,Unemployed,5139,5685,5802,11487,5678,8748,Medium,37.6,Insecur,Femal,51,N,yes,yes,2,2,17
7714,3,8,2.41,Trading,Unemployed,3706,5211,4599,9810,5068,2330,Hgh,53.65,Insecur,M,34,yes,No,N,1,1,9
1883,1,7,2.21,agriculture,Self-Employed,1424,1929,1866,3795,2408,2420,Lw,23.29,Moderate,f,21,yes,Yes,No,0,3,17
12816,4,4,1.56,business,unemp,5846,6839,6488,13327,7803,9143,Medium,68.11,Insecure,Male,70,N,Y,yes,0,3,15
15042,2,7,2.17,Trading,Unemployed,4314,5966,5143,11109,4262,3596,Med,39.85,Insecur,Femal,24,No,No,No,0,1,11
9324,3,4,0.13,Business,SelfEmployed,3310,4680,3684,8364,5108,4150,Medium,20.15,Insecur,male,58,Y,N,yes,1,2,14
6315,2,7,0.75,Business,Unemployed,2225,"3,646",2931,6577,3898,5085,Medium,14.72,Insecur,Femal,52,N,No,Yes,2,2,0
3129,2,5,0.78,business,Employed,2.8k,4388,3877,8265,2509,2031,High,27.69,Mod,f,55,yes,Yes,yes,1,2,18
6350,4,6,1.96,trading,SelfEmployed,7483,9141,8281,17422,9397,2643,Lw,74.41,Sec,Male,40,Yes,N,no,1,5,18
17329,2,9,2.73,aid,Self-Employed,1253,1906,2023,3929,1120,3270,Hgh,13.49,Mod,f,31,no,N,No,1,1,7
8053,4,7,0.16,Aid,SelfEmployed,"9,620",10662,10461,21123,9421,2316,Lw,86.32,Secure,f,41,yes,no,N,2,3,15
3139,2,4,2.61,trading,Unemployed,1051,2529,1568,4097,2735,8096,Hgh,7.01,Moderate,M,71,Yes,Y,No,3,3,4
8665,3,10,2.04,aid,Self-Employed,4999,6023,5972,11995,5068,1793,Hgh,23.58,Sec,M,61,yes,Yes,yes,1,1,9
12654,2,5,0.29,agriculture,Unemployed,2283,3813,2806,6619,1853,9182,Low,27.12,Secure,Femal,58,Y,Y,Yes,2,0,16
4579,4,5,2.36,aid,Unemployed,9913,11767,10266,22033,11254,5020,Hgh,86.59,Insecure,Femal,72,Yes,Y,no,1,3,8
5164,2,4,1.98,aid,employd,2381,3641,2768,6409,2653,6549,Hgh,31.17,Moderate,male,63,Y,No,no,1,0,11
15070,4,3,1.41,casual labor,Unemployed,9558,10977,10374,21351,11218,8509,High,99.74,Mod,f,45,Yes,N,Y,0,1,5
625,3,10,0.34,Casual Labor,unemp,3838,5560,4446,10006,5435,3242,High,26.9,Insecure,male,71,yes,N,yes,0,4,15
4843,4,7,0.31,Agriculture,unemp,5923,"6,518",7329,13847,6488,3107,Medium,57.11,Insecur,Femal,58,N,Yes,N,0,2,17
15264,1,6,2.11,Aid,employd,753,2590,1980,4570,738,6630,Med,13.87,Insecure,Male,29,N,Yes,No,0,4,11
7843,2,3,1.04,Aid,employd,1159KES,1678,2191,3869,1984,1782,Med,17.76,Mod,male,57,No,no,Yes,2,2,9
11894,4,5,1.23,Agriculture,Unemployed,7475,8673,8042,16715,8278,8278,Med,88.38,Insecur,f,19,No,Yes,no,2,1,10
4615,2,6,0.42,aid,Self-Employed,2175,3417,3547,6964,3839,421,Low,18.85,Secure,Male,52,no,yes,no,2,3,5
7188,3,3,1.75,Agriculture,employd,"6,907",8555,7960,16515,7278,1090,Medium,81.19,Secure,Femal,75,Yes,Y,N,1,3,17
12700,2,7,1.62,Trading,SelfEmployed,1669,2312,2027,4339,3383,8536,High,20.5,Mod,f,34,yes,no,Y,1,0,20
8360,2,1,1.66,Aid,SelfEmployed,4370KES,5306,4976,10282,4363,9539,Lw,51.72,Moderate,M,46,N,no,N,2,2,4
6206,4,5,1.74,casual labor,SelfEmployed,7737,9218,8632,17850,8738,2725,Med,61.91,Insecure,FEMALE,23,yes,Yes,yes,2,2,3
17175,1,7,1.42,Trading,unemp,3189,4262,3884,8146,4525,2349,High,31.02,Moderate,M,38,Yes,No,Yes,3,1,11
4031,1,2,2.84,Trading,Unemployed,1724,2616,2309,4925,3402,2175,Medium,17.13,Moderate,f,37,No,Yes,Y,2,3,11
12315,4,5,1.74,Aid,Unemployed,9630,10171,10551,20722,11574,1387,Medium,91.33,Sec,Male,60,N,N,yes,0,0,18
4872,1,8,0.69,trading,SelfEmployed,156,956,511,1467,1842,8564,Med,0,Secure,male,33,Yes,No,N,0,0,15
8265,3,4,1.27,trading,employd,6631,7438,7629,15067,7381,6401,Hgh,76.18,Moderate,Male,26,no,Yes,N,1,4,9
11443,3,3,2.42,business,unemp,5167KES,6540,6559,13099,6674,5804,Hgh,53.74,Insecur,male,43,No,Y,Yes,2,1,13
9117,3,8,1.95,Aid,SelfEmployed,6172,7161,7620,14781,6707,8692,Hgh,44.73,Secure,f,34,Y,no,N,2,3,7
7052,2,7,2.53,Agriculture,employd,1106,1961,2158,4119,879,8962,Med,17.02,Secure,M,57,no,no,Y,1,1,4
12127,2,7,2.22,Trading,Self-Employed,2591,3130,3988,7118,3988,6205,High,40.36,Sec,Male,54,Y,N,yes,0,3,11
11073,3,5,2.42,Casual Labor,employd,6756,8569,8193,16762,7239,1790,Med,59.56,Sec,Femal,41,Y,N,No,1,2,5
12951,1,5,1.77,agriculture,unemp,1882,3458,2391,5849,3529,2768,High,18.2,Secure,f,66,no,No,N,1,2,1
6225,3,8,2.4,Trading,unemp,3378,5109,4201,9310,3110,5103,Low,36.73,Secure,f,54,Y,N,No,2,2,16
6107,3,4,1.96,agriculture,employd,3276,3911,4398,8309,4546,8218,Lw,41.62,Insecure,Male,50,no,Yes,Yes,3,3,9
1417,3,4,0.21,agriculture,unemp,2921,4194,4131,8325,3893,2393,Low,32.87,Mod,Male,49,No,No,N,1,1,14
14439,2,9,0.02,agriculture,Self-Employed,2069,3918,3190,7108,3612,2003,Medium,28.51,Insecur,M,55,No,yes,no,2,2,20
1098,2,4,0.62,trading,employd,4238,5069,4925,9994,4511,7668,Med,48.19,Mod,M,54,no,yes,yes,0,3,1
3620,1,9,0.43,aid,Employed,2567,3398,2917,6315,3338,6944,Low,15.23,Insecur,Femal,74,N,N,yes,4,1,19
15923,4,6,2.79,Business,SelfEmployed,5447,7214,6267,13481,5949,2904,Hgh,50.14,Moderate,M,68,Y,No,N,1,6,17
11243,4,5,1.89,Casual Labor,Self-Employed,6716,7811,7922,15733,6280,5481,Hgh,61.31,Insecur,M,74,Y,Yes,no,1,6,20
2090,3,8,0.05,Agriculture,SelfEmployed,4981,5503,5983,11486,5387,4035,Lw,58.81,Insecur,Femal,58,N,Yes,yes,1,1,2
10514,1,2,2.67,business,Employed,2305,3374,3593,6967,3693,2745,Lw,33.57,Sec,Femal,77,yes,N,Y,0,3,4
13905,3,6,2.25,agriculture,unemp,4967,6199,5619,11818,5238,5987,Low,54.8,Mod,Femal,52,no,No,no,0,2,7
7429,2,10,0.95,Aid,unemp,3317KES,4575,4444,9019,3616,4654,Med,48.9,Insecur,Male,38,Y,N,yes,1,0,0
12855,3,3,0.87,Aid,Employed,5464,6015,6164,12179,6609,8237,Lw,45.77,Sec,FEMALE,36,yes,N,yes,0,1,13
16074,2,10,0.91,Agriculture,Employed,1.7k,3280,2585,5865,3465,3059,Lw,20.31,Secure,Femal,42,No,yes,N,1,1,12
13048,2,3,2.97,Trading,SelfEmployed,"4,677",6247,6045,12292,5507,6766,Med,28.73,Secure,M,27,Y,No,no,0,1,1
3187,1,3,0.76,agriculture,SelfEmployed,1178,2961,1945,4906,2253,6188,High,6.83,Insecur,Femal,31,Y,no,yes,0,3,5
1003,3,5,3,Trading,Self-Employed,"6,102",6877,"7,067",13944,5871,9792,Lw,63.26,Insecure,FEMALE,44,no,N,No,1,4,2
15763,4,6,2.77,agriculture,employd,9204,10518,10405,20923,9318,47,Lw,99.34,Moderate,Male,28,no,yes,no,0,5,20
3307,2,6,0.3,agriculture,Employed,1616,"2,626",2025,4651,3126,3578,Medium,15.99,Mod,FEMALE,39,No,Yes,Yes,0,5,11
7143,1,5,2.28,Agriculture,Employed,1945,3800,2973,6773,2985,4114,Med,22.74,Moderate,Femal,35,no,N,no,1,1,14
5307,1,7,1.96,Agriculture,Self-Employed,518,1549,901,2450,262,7660,Medium,28.65,Insecure,f,69,Y,no,Yes,1,1,11
1952,3,9,2.66,Business,unemp,5933,7597,6924,14521,5603,3952,Lw,64.28,Secure,Femal,51,No,yes,Yes,0,5,12
1060,4,7,0.93,aid,Unemployed,5125,6299,6344,12643,4926,7233,Low,77.96,Insecur,Femal,31,no,Y,Y,1,2,9
3501,4,4,2.42,casual labor,SelfEmployed,6374,7275,7689,14964,7208,4578,High,50.73,Mod,f,75,Yes,N,no,1,1,11
3991,1,3,2.19,Casual Labor,Employed,1005,1562,1623,3185,2659,9317,Hgh,15.36,Moderate,M,58,yes,Yes,yes,2,0,11
164,4,11,2.6,business,Unemployed,5422,7006,5900,12906,6922,9246,Medium,51.62,Insecure,f,31,no,No,Y,0,0,12
2147,3,4,2.02,Aid,Self-Employed,3910,5607,5127,10734,4402,5177,High,58.3,Moderate,FEMALE,33,yes,No,N,1,1,2
14778,1,10,2.24,Casual Labor,Employed,-53,987,1434,2421,1290,3476,Med,0,Secure,Femal,28,Yes,yes,yes,1,3,18
125,2,5,0.04,business,employd,1955,3180,2573,5753,2644,5096,Low,4.58,Sec,f,31,No,Yes,Y,0,3,2
207,2,4,1.85,Trading,Unemployed,4.1k,5396,5487,10883,4040,4760,Lw,41.02,Mod,FEMALE,57,Yes,N,N,0,0,17
4134,4,6,0.82,Agriculture,Employed,8705,9240,10201,19441,9137,3779,Medium,90.22,Secure,f,33,No,No,Y,2,2,5
15170,2,5,1.21,Casual Labor,unemp,1400,2468,2798,5266,2460,4766,High,27.88,Secure,Male,73,N,yes,Yes,1,0,16
16465,3,7,2.08,Agriculture,Employed,4018,5181,4986,10167,5293,3886,Low,52.01,Insecur,Male,27,N,Y,yes,1,1,13
1591,2,4,0.5,Aid,unemp,4478,5255,"5,158",10413,4284,1905,Med,52.27,Insecure,M,37,yes,yes,No,0,1,17
5662,3,7,2.94,agriculture,Employed,3783,4887,4930,9817,3442,9485,Medium,14.22,Insecur,FEMALE,56,Y,Yes,no,2,4,13
8892,2,6,0.34,Agriculture,SelfEmployed,1726,3602,2984,6586,2683,244,High,22.81,Insecure,male,49,Yes,Yes,yes,2,4,0
5421,1,5,0.96,Agriculture,unemp,2006,"3,824",2748,6572,3109,4947,Med,26.4,Secure,FEMALE,46,No,yes,Y,1,2,0
1857,3,5,1.97,Trading,Unemployed,6484,7905,7954,15859,6092,5668,Lw,53.39,Moderate,M,28,Yes,No,N,0,2,15
8562,1,5,0.06,Casual Labor,Employed,1905,3214,2978,6192,2742,9794,High,33.01,Secure,Femal,43,Yes,yes,Y,0,1,0
7908,4,8,2.01,casual labor,employd,5494,6748,6687,13435,5724,5940,High,58.69,Moderate,FEMALE,39,Y,Y,No,0,2,7
13355,4,2,1.05,Casual Labor,Employed,8285,9331,9565,18896,10132,61,High,59.8,Insecure,Male,23,no,Yes,N,2,3,1
15706,1,8,2.35,casual labor,Unemployed,2468KES,3959,3661,7620,2831,3800,Med,34.36,Insecur,Femal,56,Y,yes,Y,1,3,16
5253,3,6,0.73,trading,Self-Employed,6369,6970,6717,13687,6679,7599,Medium,66.16,Moderate,male,22,no,No,yes,1,3,17
13133,3,5,1.09,Agriculture,Self-Employed,4531,5765,5920,11685,5144,2342,Medium,37.24,Sec,FEMALE,77,no,N,Y,0,2,6
11521,2,6,2.75,business,Unemployed,1868,3566,2273,5839,2286,3768,High,26.62,Insecure,Femal,55,No,no,yes,0,1,0
9736,4,12,0.39,Business,Unemployed,8457,10069,9584,19653,8432,8164,Lw,91.85,Insecure,Femal,21,Yes,yes,Y,1,1,1
5321,1,5,0.26,Casual Labor,Employed,2470,3212,3239,6451,3836,2416,Lw,34.17,Mod,Male,60,No,no,Y,1,0,4
253,1,8,0.34,business,Unemployed,2380,3622,3681,7303,3654,4767,Medium,34.51,Sec,M,43,Y,no,Yes,3,1,14
13736,3,3,2.21,Trading,SelfEmployed,5343,5950,6098,12048,7307,2365,High,54.26,Moderate,f,76,Yes,N,yes,0,2,15
949,4,10,1.65,casual labor,SelfEmployed,8314,10179,9591,19770,7898,3410,Low,89.17,Secure,f,41,No,Yes,Yes,1,2,8
1868,3,4,0.5,casual labor,Employed,4964,6293,5464,11757,5025,4051,High,38.1,Insecure,Femal,60,N,Y,No,2,1,13
5289,3,7,0.19,Agriculture,employd,6012,7041,6618,13659,7400,1283,Low,69.59,Mod,M,65,yes,Yes,Y,3,2,17
10117,3,7,1.94,casual labor,unemp,6719,8112,7739,15851,7264,5432,High,67.04,Sec,f,80,No,Yes,N,2,3,7
8954,2,2,0.02,Agriculture,unemp,2152,4092,3284,7376,2999,8697,High,17.68,Secure,FEMALE,33,N,No,Y,1,6,6
11020,4,9,2.16,casual labor,Self-Employed,6837,8106,8199,16305,7835,7778,Med,53.89,Moderate,f,50,Y,yes,no,3,2,5
13012,2,6,1.06,Aid,Employed,2221,3153,3312,6465,2432,1875,High,25.35,Secure,Femal,41,no,No,yes,3,4,5
5209,2,7,2.97,agriculture,unemp,5021,5623,5440,11063,4941,6784,Hgh,27.23,Insecure,Femal,61,No,No,N,2,1,10
2292,4,3,2.38,Agriculture,SelfEmployed,7624,9026,8761,17787,8982,1827,Lw,71.46,Insecure,male,62,No,Yes,yes,1,4,4
2953,2,7,2.37,casual labor,Employed,3955,4618,5300,9918,4679,528,Low,59.61,Sec,Male,78,No,Yes,Yes,2,0,3
7132,4,5,2.65,Trading,SelfEmployed,6152,"7,179",7317,14496,6227,2935,Low,59.53,Moderate,Femal,38,yes,No,yes,1,2,3
15715,3,3,1.55,business,Employed,6142,6822,6681,13503,7782,7271,Lw,61.08,Secure,FEMALE,36,No,yes,Y,0,3,11
10461,3,5,0.05,agriculture,SelfEmployed,5058KES,5953,5765,11718,5442,1411,Low,41.83,Secure,Femal,36,Y,no,Y,0,2,11
13690,2,4,1.55,aid,unemp,4593,5150,5014,10164,5713,6944,High,45.88,Secure,Male,52,Yes,yes,N,1,6,18
14920,3,4,1.62,casual labor,employd,5680,7623,6872,14495,6412,942,High,74.83,Insecure,f,57,Yes,Yes,Y,1,4,5
12759,1,5,0.9,business,unemp,1304,2378,2506,4884,1997,8641,High,0,Insecure,FEMALE,53,N,No,no,3,3,7
5836,2,2,2.97,casual labor,Employed,4260,6061,5002,11063,4563,8512,Med,36.85,Insecure,f,28,Yes,Y,yes,0,1,7
9076,1,7,0.3,Trading,employd,1149,2751,2409,5160,1203,5866,Medium,4.64,Mod,M,59,Yes,N,Y,2,3,20
2583,1,6,0.15,aid,employd,1527KES,2982,2875,5857,2206,5480,Low,1.96,Moderate,Male,49,yes,No,N,1,2,19
12537,3,9,1.09,casual labor,Self-Employed,5320,6953,5771,12724,6284,278,High,53.75,Sec,male,72,no,Y,No,3,0,15
12060,1,4,2.41,agriculture,unemp,3097,4138,4452,8590,4265,3878,Low,23.13,Moderate,male,53,N,no,no,1,3,4
12790,2,13,1.5,Agriculture,employd,1568,2268,2628,4896,2514,2838,Med,18.85,Insecure,f,75,Y,Yes,No,1,1,3
11248,1,8,1.73,Aid,Unemployed,"1,417",2783,2178,4961,1946,4426,Hgh,20.88,Mod,Male,51,yes,no,yes,4,1,19
14984,2,4,0.4,business,Employed,4122,5869,5037,10906,6070,2197,Hgh,51.63,Secure,FEMALE,48,Yes,No,yes,0,1,16
4731,3,6,1.32,Trading,SelfEmployed,3821,4938,4803,9741,4736,6723,Med,37.5,Moderate,FEMALE,55,yes,Y,N,1,2,11
6410,2,4,1.18,Trading,Unemployed,2361,3995,3719,7714,3586,6553,Medium,28.28,Insecure,M,70,N,yes,Y,1,4,16
15952,3,5,1.57,trading,Unemployed,5713,7472,"6,224",13696,5987,3883,Hgh,46.78,Moderate,FEMALE,62,yes,N,No,0,3,17
2770,1,8,2.76,aid,employd,2153,3948,3352,7300,2554,2989,Med,18.93,Moderate,f,76,Yes,No,Y,0,1,9
14020,4,6,1.03,aid,unemp,9792,10489,11142,21631,9404,9715,Lw,94.89,Secure,FEMALE,39,N,N,yes,2,1,0
12632,1,6,1.65,trading,unemp,1144,2302,2338,4640,764,5381,Lw,19.09,Secure,Femal,27,N,Y,Yes,3,4,9
9979,3,4,0.53,casual labor,SelfEmployed,3812,4741,4695,9436,5252,4116,High,29.14,Sec,Male,78,Yes,No,yes,4,0,5
